"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.statement1a","Input.statement1b","Input.statement2a","Input.statement2b","Input.statement3a","Input.statement3b","Input.statement4a","Input.statement4b","Input.statement5a","Input.statement5b","Answer.Q1","Answer.Q2","Answer.Q3","Answer.Q4","Answer.Q5","Answer.comment1","Answer.comment2","Answer.comment3","Answer.comment4","Answer.comment5","Approve","Reject"
"31GN6YMHLP6466KBQJ1DGIMJ162SWX","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:38 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:38 GMT 2014","","","33OOO72IVIZYTSPEOUB32D6LC2NCTB","ARX0S1CIDJLOX","Approved","Fri Dec 19 16:25:00 GMT 2014","Fri Dec 19 16:26:32 GMT 2014","Sun Dec 21 16:26:32 GMT 2014","2014/12/21 16:28:15 +0000","","","92","100% (100/100)","100% (100/100)","100% (19/19)","Remains of 167 bodies found in Mexican cave","Remains of 167 people found in Mexico cave","A little boy clowns with a colander on his head.","A boy with a metal colander on his head.","A dog jogs through the grass.","a dog sprints across the grass.","A brown dog is running through the field.","a brown dog with his tongue wagging as he runs through a field","A skier skiing down a large mountain","A person skiing down a very large snow covered mountain.","(5) Completely equivalent, as they mean the same thing.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"30U1YOGZGAA5X0KK9OWNOUXYUQVSDN","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:46 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:46 GMT 2014","","","3DBQWDE4Y7CFZUBFCO2JF8UJV3DN5B","A10GZ0SWBZIRBK","Approved","Fri Dec 19 15:58:14 GMT 2014","Fri Dec 19 15:59:15 GMT 2014","Sun Dec 21 15:59:15 GMT 2014","2014/12/21 16:03:11 +0000","","","61","100% (100/100)","100% (100/100)","0% (0/0)","Figure 8 pattern is good but there is also another pattern which can be useful.","The first two images on this site (pictured below) show how you can pack your rope without producing tangles.","where the basis would be the position description , which would assist in rearranging this body of government , regardless of the plan being presently in its analysis and fact finding stages .","it is based on the work category , facilitating the government rearrangement , although the scheme is after all in the phase of researches and studies .","For every item, I weigh up the regularity of use, vs the urgency of use.","Stuff is first put into plastic bags according to type.","I clean my drinking system with lots of hot water then sterilise it using baby bottle sterilising tablets.","Here is a few videos on how you can clean your hydration pack.","Oh friend, I have been down this miserable road just like you.","Yes, it is accepted practice to wash new Semi-Static rope (or Single Rope Technique/SRT Rope as it is known by cavers).","(3) Roughly equivalent, but some important information differs/missing.","(0) On different topics.","(2) Not equivalent, but share some details.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","","","","",""
"30F94FBDNRYDX3ZFKSA7395KTOYTB7","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:50 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:50 GMT 2014","","","3P4RDNWND6KVSSF94ATLBAH7R5JJII","A3G7NL91BRY9JL","Approved","Fri Dec 19 17:14:49 GMT 2014","Fri Dec 19 17:15:53 GMT 2014","Sun Dec 21 17:15:53 GMT 2014","2014/12/21 17:18:07 +0000","","","64","100% (73/73)","100% (73/73)","0% (0/0)","A black and white dog is carrying a stick in its mouth.","The black and white dog has a stick in his paws.","The Foreign Ministry of Democratic Korea announced on July 6 that Democratic Korea will move towards closing and sealing their nuclear constructions in Young Poon after the arrival of the first shipment of fuel oil aid.","once the democratic people 's republic of korea receives the 1st delivery of the fuel oil aid , they will move in the direction of closing down and locking up their nuclear facilities in yongbyon , democratic korea 's foreign ministry announced on the 6 of july of this year .","a man dressed in a batman costume.","A man is posing dressed in a Batman costume.","A deer jumps a fence.","A deer jumping over a fence.","the black dog carries an object in the snow.","A black dog carries a white toy in his mouth and walks on the snowy field.","(3) Roughly equivalent, but some important information differs/missing.","(5) Completely equivalent, as they mean the same thing.","(4) Mostly equivalent, but some unimportant details differ.","(5) Completely equivalent, as they mean the same thing.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"31GECDVA9J01PT78SOL6HJREVFC66O","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:02 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:02 GMT 2014","","","3X3OR7WPZ0E8YCRWY9T7E00LSZT8LD","A1VS2PFZRWWPO3","Approved","Fri Dec 19 18:53:20 GMT 2014","Fri Dec 19 19:00:44 GMT 2014","Sun Dec 21 19:00:44 GMT 2014","2014/12/21 19:03:18 +0000","","","444","100% (66/66)","100% (66/66)","0% (0/0)","A method used to calculate the distance between stars is 3 Dimensional trigonometry.","You only need two-dimensional trigonometry if you know the distances to the two stars and their angular separation.","Like Afzaal Ahmad said black holes evaporate through Hawking radiation, proposed by Stephen Hawking in 1974.","Yes, everything that is in this universe has to say Good bye to its existence.","The light will eventually reach galaxy B even though the space between them is expanding.","To any observer between 'A' and 'B' where the light wave passes, it passes with the speed of light.","From 1979 to 1999, Pluto was the eighth planet from the sun.","No, Pluto is a so called resonant trans-neptunian object; the orbital period of Pluto is almost exactly 3:2 (1.5) times that of Neptune.","The sources said that the assassination plan that included participation by parties from outside Iraq colluding with some of the security services is based on targeting Al-Hashemi when he was heading to the airport.","The sources said that the assassination plan that participate in by parties from outside Iraq and complicit in some of the security services based on targeting Al-Hashemi when he was heading to the airport.","(3) Roughly equivalent, but some important information differs/missing.","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","(1) Not equivalent, but are on the same topic.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"308KJXFUJRK8ETUNEEAB8YLEB6DATT","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:38 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:38 GMT 2014","","","3EJJQNKU9SJCULN26XK9DP2J19ORHF","A3G7NL91BRY9JL","Approved","Fri Dec 19 15:24:41 GMT 2014","Fri Dec 19 15:27:09 GMT 2014","Sun Dec 21 15:27:09 GMT 2014","2014/12/21 15:28:09 +0000","","","148","100% (73/73)","100% (73/73)","0% (0/0)","A man asleep on a yellow striped bench with his feet on a baggage cart.","A man in jeans resting on a striped bench with his feet on a luggage cart","Two boxers with white gloves are fighting.","Two men with white gloves box in a dimly lit boxing rink.","The black and white dog is running on the grass.","This large black and white dog is running on the sand.","An established or recognized right, formal or informal.","an established or recognized right.","A brown dog and a tan dog are playing in tall grass.","A black and brown dog with a red ball overhead plays in the grass.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(3) Roughly equivalent, but some important information differs/missing.","(5) Completely equivalent, as they mean the same thing.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"30EV7DWJTV938DHEY7GY0AB7UP5Y6G","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:38 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:38 GMT 2014","","","37M28K1J0RRGMAWBSM18UCTOEX9JA9","A1TTA3N401CZTS","Approved","Fri Dec 19 16:04:50 GMT 2014","Fri Dec 19 16:05:27 GMT 2014","Sun Dec 21 16:05:27 GMT 2014","2014/12/21 16:08:18 +0000","","","37","100% (96/96)","100% (96/96)","0% (0/0)","A brown dog jumps high in the grass.","A brown dog digs in the sand.","A brown and white dog is walking next to a man on a skateboard.","A brown and white dog is running down a ramp.","A brown dog running over grass.","A brown dog running","A woman having her picture taken in front of a large carving.","A woman poses for pictures with a statue of a troll.","The Foreign Ministry of Democratic Korea announced on July 6 that Democratic Korea will move towards closing and sealing their nuclear constructions in Young Poon after the arrival of the first shipment of fuel oil aid.","once the democratic people 's republic of korea receives the 1st delivery of the fuel oil aid , they will move in the direction of closing down and locking up their nuclear facilities in yongbyon , democratic korea 's foreign ministry announced on the 6 of july of this year .","(2) Not equivalent, but share some details.","(2) Not equivalent, but share some details.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"31S7M7DAGG4PACLRB5Z1HC1P5ICLTM","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:02 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:02 GMT 2014","","","3DEL4X4EL7ZIDCZ3PWUPO7JASMUYXP","AMAOA3GTMDS94","Approved","Fri Dec 19 16:45:29 GMT 2014","Fri Dec 19 16:46:37 GMT 2014","Sun Dec 21 16:46:37 GMT 2014","2014/12/21 16:48:17 +0000","","","68","100% (90/90)","100% (90/90)","0% (0/0)","Nickel plating can improve the surface, but it's not easy in detail: paper on nickel plating.","The aluminum oxide layer forms as soon as oxygen comes in contact with the mirror surface.","This is one of the great remaining mysteries of the universe.","In these quantum theories, forces are mediated by particles called gauge bosons.","But the decrease has not dominated the market as a whole.","but the decline did not dominate the marketplace in general .","Yes, binary comets do exist; 8P/Tuttle is an example of one.","If the closing velocity is very low, the energy can be dissipated by the comets squishing.","No - Distances between objects get larger, but galaxies and clusters are dominated locally by gravity.","Ummm this question made me think about a lecture from my teacher.","(2) Not equivalent, but share some details.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","(2) Not equivalent, but share some details.","(0) On different topics.","","","","",""
"304QEQWKZPYW0ORXQVRJPI3E3CJ0O5","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:09 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:09 GMT 2014","","","3IQ1VMJRYUYRGYJ26AAV5IFLIS09A7","A1FUBGE9CHDHU6","Approved","Fri Dec 19 16:48:00 GMT 2014","Fri Dec 19 16:48:46 GMT 2014","Sun Dec 21 16:48:46 GMT 2014","2014/12/21 16:53:07 +0000","","","46","100% (92/92)","100% (92/92)","100% (13/13)","they are just doing another day at work.","they are about a future where you come first.","you do realize in the united states we can vote for anyone of any party or of no party at all, right?","you do realize that there is a difference between an insurance company and a health care provider right?","don't even get me started on how badly labour wrecked the economy, or how they totally destroyed the police force.","it took the parent of martin 3 days before they got the word from the local police dept.","i lost him when i was quite young, and like most ww ii vets, he would never discuss what he'd been through.","i told him, and he's angry and me, but he told me he didn't want me before i did it.","China yuan weakens to 6.3282 against USD Monday","China yuan retreats to 6.2697 against USD Thursday","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(2) Not equivalent, but share some details.","","","","",""
"304QEQWKZPYW0ORXQVRJPI3E3CKO0U","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:50 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:50 GMT 2014","","","3NJM2BJS4XK010W77D2JX35ON0FCPL","A1RXG8RE0SJ4LC","Approved","Fri Dec 19 19:13:28 GMT 2014","Fri Dec 19 19:14:41 GMT 2014","Sun Dec 21 19:14:41 GMT 2014","2014/12/21 19:18:12 +0000","","","73","100% (100/100)","100% (100/100)","0% (0/0)","A boy and a girl playing on the beach.","A dog playing in the waves with a ball.","A girl wearing a brown cap, red sneakers, and a dark green coat sits on a rock bench.","A woman in a knit cap and green coat its on a stone block, looking out.","A dog running across the snow with a snowball in it's mouth.","A tan dog is running through the grass with a yellow toy in its mouth.","lus in this frame denote a scenario in which a client arranges to retain the services of an organization at a later date.","engage for a performance;","The child in the red coat laid in the red mat.","The toddler is ready to climb the red piece of equipment.","(2) Not equivalent, but share some details.","(4) Mostly equivalent, but some unimportant details differ.","(3) Roughly equivalent, but some important information differs/missing.","(0) On different topics.","(0) On different topics.","","","","",""
"32CXT5U14GH9VIGXHLG7H31L4WK8UE","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:03 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:03 GMT 2014","","","3LYA37P8IR1GG47LGL1GQ2D7B4WBKX","A1GXPNXDLMT0QB","Approved","Fri Dec 19 16:30:32 GMT 2014","Fri Dec 19 16:32:55 GMT 2014","Sun Dec 21 16:32:55 GMT 2014","2014/12/21 16:33:18 +0000","","","143","100% (80/80)","100% (80/80)","0% (0/0)","We have not discovered every galaxy in existence, nor have we watched each to see how it is spinning.","Rotation: One of the easiest way to show that galaxies rotates are Doppler observations of atomic or molecular lines.","Over the past 150 years, telescope technology has improved immensely, so we can now see much further than in the past.","There are a couple of different horizons you should care about.","Sarkozy to File Complaint in Gadhafi Funding Claim","Sarkozy to sue after Gaddafi cash claim bursts into campaign","In the upper photosphere, the electrons join with the ions to neutralize the atom.","Emission and Absorption lines are due to Kirchhoff's Laws that explain what happens when light passes through a gas.","Temperature ($T_{eff}$) can be quite tricky to determine accurately as it interrelates to a number of other fundamental measurements.","The star reaches a critical mass and ignites, blowing away the surrounding material.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(3) Roughly equivalent, but some important information differs/missing.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","","","","",""
"311HQEI8RSUMH35OD3N9KVK5VUSZ76","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:18 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:18 GMT 2014","","","3A1COHJ8NK96CG867OE9M87EBH58HP","AJPQEZBVJXVE9","Approved","Fri Dec 19 16:02:52 GMT 2014","Fri Dec 19 16:04:05 GMT 2014","Sun Dec 21 16:04:05 GMT 2014","2014/12/21 16:08:15 +0000","","","73","100% (76/76)","100% (76/76)","0% (0/0)","Syrians Protest against Erdogan in Paris, Venezuelans Stress Support to Syria","Turkey's Erdogan in Iran to mend ties after split over Syria","Turkish police fire tear gas on protesters","Turkish police fire tear gas as Kurds protest against Syria wall","It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.","And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre.","Police fire tear gas at protesters in Bangkok","Police 'fire teargas at protesters' in Tunisia","Egypt Mubarak ordered under house arrest if freed","Egypt's Mubarak to be released, put under house arrest","(1) Not equivalent, but are on the same topic.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"31KPKEKW4ARCHU2OMQMXJY3FWD10B2","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:47 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:47 GMT 2014","","","3ATTHHXXWB2WNCKYLE8M2JPM23UIX1","AJPQEZBVJXVE9","Approved","Fri Dec 19 16:15:48 GMT 2014","Fri Dec 19 16:16:31 GMT 2014","Sun Dec 21 16:16:31 GMT 2014","2014/12/21 16:18:17 +0000","","","43","100% (76/76)","100% (76/76)","0% (0/0)","First, constantly reassure her that she has nothing to fear.","a) As soon as he can count, add and subtract; b) When he spends significant time outside home without parents.","In addition to reading, flash cards are also  a great way to increase vocabulary.","Nouns are great, but it's also important to include other parts of speech (adverbs, adjectives, etc.).","I have never read anything that said teethers were bad--where did you read that?","We used a clean cloth or baby sock wrapped around an ice cube with our kids and grandkids.","First and foremost you and your partner need to identify what styles of learning work best for you.","A rather standard answer is ""What to expect when you're expecting"" book.","register formally as a participant","register formally as a participant or member.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"306W7JMRYYCUZJ7RHUZCCD9XFBDB80","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:47 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:47 GMT 2014","","","3DHE4R9OCXPHQ5B671NQRHIAAH5G20","A166A2M31CW2C7","Approved","Fri Dec 19 17:11:10 GMT 2014","Fri Dec 19 17:22:12 GMT 2014","Sun Dec 21 17:22:12 GMT 2014","2014/12/21 17:23:14 +0000","","","662","100% (45/45)","100% (45/45)","100% (7/7)","I assume your child is also being addressed by someone else in English?","Personally, I feel the volume of words is more important, than the diversity, at least early on.","I had a bedtime routine and followed a 3 hour cycle for my infant (at the time newborn).","We abandoned swaddling at 4 weeks because our son would scream and thrash when being swaddled.","You didn't specify how you put him to bed, so here are a few suggestions.","After visiting 2 urgent cares and our pediatrician the recommendation is unanimous.","Show her how much fun splashing is - that's what we did, and made a game of it.","You can put her toys near her or give he toys to her.","All writers will come to pass *** and time will preserve what their hands have written *** so write with your hand the best of books *** which you will be happy to see on judgment day.","all writers shall cease to live * * * eternity will keep the things that they composed * * * so , make your hands create good books * * * in order for you to be pleased to encounter him at your time of rebirth .","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"31JUPBOORNI6CST387O6QG52R5RL8X","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:48 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:48 GMT 2014","","","3DHE4R9OCXPHQ5B671NQRHIAAHZG2U","AMAOA3GTMDS94","Approved","Fri Dec 19 15:53:54 GMT 2014","Fri Dec 19 15:55:29 GMT 2014","Sun Dec 21 15:55:29 GMT 2014","2014/12/21 15:58:12 +0000","","","95","100% (90/90)","100% (90/90)","0% (0/0)","Most modern baby monitors use digital transmission (most often the DECT standard).","The simplistic answer is to buy two from different manufacturers.","a person has a particular mental state and the ability to engage in an activity with enthusiasm, energy, and positivity.","animation and energy in action or expression;","Here is my advice based on my personal experience pumping breastmilk for twin boys for a full year.","I understand that the first 3 days are the most important, so much so it is vital you do it then.","Perhaps the easiest thing to do would be to keep more balanced snacks readily available.","I had a similar problem with my daughter (I called her the carb junkie).","It is possible, but it will have to be a docile female betta and a bigish tank.","We tried putting a male betta in a community tank once.","(0) On different topics.","(4) Mostly equivalent, but some unimportant details differ.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","","","","",""
"306996CF6WYCOJN6I9QXX3MP1581B7","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:52 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:52 GMT 2014","","","3OVHNO1VE7F4KW4RUIVW87PKIYJDZQ","A3G7NL91BRY9JL","Approved","Fri Dec 19 16:04:48 GMT 2014","Fri Dec 19 16:05:40 GMT 2014","Sun Dec 21 16:05:40 GMT 2014","2014/12/21 16:08:18 +0000","","","52","100% (73/73)","100% (73/73)","0% (0/0)","A woman is frying ground meat.","A man is cutting a trunk with an axe.","Two dogs playing on the beach.","two dogs running on the beach","A hiker passes a white rock formation in the middle of an empty desert.","A hiker discovers a feature in an otherwise barren landscape.","A dog jumps over a barrier in a field.","A dog jumps over a chain.","A dog runs through a field chasing a ball.","A child runs through the grass.","(0) On different topics.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(0) On different topics.","","","","",""
"308KJXFUJRK8ETUNEEAB8YLEB6DTAC","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:48 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:48 GMT 2014","","","3AMW0RGHOEGJS4TYW3BXDEZ0M3ENPX","A3G7NL91BRY9JL","Approved","Fri Dec 19 16:01:13 GMT 2014","Fri Dec 19 16:02:54 GMT 2014","Sun Dec 21 16:02:54 GMT 2014","2014/12/21 16:03:15 +0000","","","101","100% (73/73)","100% (73/73)","0% (0/0)","I actually like Nature's Miracle as far as pet stain and smell removers go.","Home Depot has a great product called ""Odoban"" which is an all natural enzymatic cleanser that eliminates urine stains/odors.","Ah yes, I had that problem with some of my cats, years ago.","I've made sure to have more cardboard boxes around for my youngest cat to shred and bite.","Cats nails keep growing and they have the need to scratch to shorten them and keep them dulled down.","I have had really good results using carPET Scratch Stoppers in doorways and under doors.","Osama Bin Laden Wives to Be Jailed","Osama Bin Laden movie to be filmed in India","My cat has lost a number of teeth - but refuses to go on a solely wet food diet.","Unfortunately, have no external sources, but my father is a veterinarian and my mother is a pet dietary consultant.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","(2) Not equivalent, but share some details.","","","","",""
"32CAVSKPCE3RKIWCI07S2TEDQQF1UO","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:04 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:04 GMT 2014","","","35K3O9HUACR37LRRP1C9BXRN65SFEZ","A1NM7ZPZ3NH412","Approved","Fri Dec 19 16:24:24 GMT 2014","Fri Dec 19 16:25:10 GMT 2014","Sun Dec 21 16:25:10 GMT 2014","2014/12/21 16:28:12 +0000","","","46","100% (100/100)","100% (100/100)","0% (0/0)","In the scene, it looks like the therapist is confronting a correctly identified repressed belief.","An addition to the other answers: We must remember that we are watching a movie.","The location of a sound is defined on three dimensions: distance, elevation, and azimuth.","From the physics(acoustics) perspective, the sensory input changes depending upon pitch.","I don't know if this is helpful, but I would chime in as a programmer.","The problem that you are describing appears to be a problem of short-term memory.","Sounds no more dubious than the pop-psychological view of Neandertals in general.","I don't think this is a serious scientific theory at all.","all writers shall cease to live * * * eternity will keep the things that they composed * * * so , make your hands create good books * * * in order for you to be pleased to encounter him at your time of rebirth .","all creators shall cease to exist , only history will save forever what their hands had prescribed . therefore , write the best your hands can offer that makes you happy in the resurrection to look at .","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
